zip,city,state,county
94087,Sunnyvale,CA,Santa Clara
94088,Sunnyvale,CA,Santa Clara
94089,Sunnyvale,CA,Santa Clara
94096,San Bruno,CA,San Mateo
94098,San Bruno,CA,San Mateo
94101,San Francisco,CA,San Francisco
94102,San Francisco,CA,San Francisco
94103,San Francisco,CA,San Francisco
94104,San Francisco,CA,San Francisco
94105,San Francisco,CA,San Francisco
94106,San Francisco,CA,San Francisco
94107,San Francisco,CA,San Francisco
94108,San Francisco,CA,San Francisco
94109,San Francisco,CA,San Francisco
94110,San Francisco,CA,San Francisco
94111,San Francisco,CA,San Francisco
94112,San Francisco,CA,San Francisco
94114,San Francisco,CA,San Francisco
94115,San Francisco,CA,San Francisco
94116,San Francisco,CA,San Francisco
94117,San Francisco,CA,San Francisco
94118,San Francisco,CA,San Francisco
94119,San Francisco,CA,San Francisco
94120,San Francisco,CA,San Francisco
94121,San Francisco,CA,San Francisco
94122,San Francisco,CA,San Francisco
94123,San Francisco,CA,San Francisco
94124,San Francisco,CA,San Francisco
94125,San Francisco,CA,San Francisco
94126,San Francisco,CA,San Francisco
94127,San Francisco,CA,San Francisco
94128,San Francisco,CA,San Mateo
94129,San Francisco,CA,San Francisco
94130,San Francisco,CA,San Francisco
94131,San Francisco,CA,San Francisco
94132,San Francisco,CA,San Francisco
94133,San Francisco,CA,San Francisco
94134,San Francisco,CA,San Francisco
94135,San Francisco,CA,San Francisco
94136,San Francisco,CA,San Francisco
94137,San Francisco,CA,San Francisco
94138,San Francisco,CA,San Francisco
94139,San Francisco,CA,San Francisco
94140,San Francisco,CA,San Francisco
94141,San Francisco,CA,San Francisco
94142,San Francisco,CA,San Francisco
94143,San Francisco,CA,San Francisco
94144,San Francisco,CA,San Francisco
94145,San Francisco,CA,San Francisco
94146,San Francisco,CA,San Francisco
94147,San Francisco,CA,San Francisco
94150,San Francisco,CA,San Francisco
94151,San Francisco,CA,San Francisco
94152,San Francisco,CA,San Francisco
94153,San Francisco,CA,San Francisco
94154,San Francisco,CA,San Francisco
94155,San Francisco,CA,San Francisco
94156,San Francisco,CA,San Francisco
94157,San Francisco,CA,San Francisco
94158,San Francisco,CA,San Francisco
94159,San Francisco,CA,San Francisco
94160,San Francisco,CA,San Francisco
94161,San Francisco,CA,San Francisco
94162,San Francisco,CA,San Francisco
94163,San Francisco,CA,San Francisco
94164,San Francisco,CA,San Francisco
94165,San Francisco,CA,San Francisco
94166,San Francisco,CA,San Francisco
94167,San Francisco,CA,San Francisco
94168,San Francisco,CA,San Francisco
94169,San Francisco,CA,San Francisco
94170,San Francisco,CA,San Francisco
94171,San Francisco,CA,San Francisco
94172,San Francisco,CA,San Francisco
94175,San Francisco,CA,San Francisco
94177,San Francisco,CA,San Francisco
94188,San Francisco,CA,San Francisco
94199,San Francisco,CA,San Francisco
94203,Sacramento,CA,Sacramento
94204,Sacramento,CA,Sacramento
94205,Sacramento,CA,Sacramento
94206,Sacramento,CA,Sacramento
94207,Sacramento,CA,Sacramento
94208,Sacramento,CA,Sacramento
94209,Sacramento,CA,Sacramento
94211,Sacramento,CA,Sacramento
94229,Sacramento,CA,Sacramento
94230,Sacramento,CA,Sacramento
94232,Sacramento,CA,Sacramento
94234,Sacramento,CA,Sacramento
94235,Sacramento,CA,Sacramento
94236,Sacramento,CA,Sacramento
94237,Sacramento,CA,Sacramento
94239,Sacramento,CA,Sacramento
94240,Sacramento,CA,Sacramento
94244,Sacramento,CA,Sacramento
94245,Sacramento,CA,Sacramento
94246,Sacramento,CA,Sacramento
94247,Sacramento,CA,Sacramento
94248,Sacramento,CA,Sacramento
94249,Sacramento,CA,Sacramento
94250,Sacramento,CA,Sacramento
94252,Sacramento,CA,Sacramento
94254,Sacramento,CA,Sacramento
94256,Sacramento,CA,Sacramento
94257,Sacramento,CA,Sacramento
94258,Sacramento,CA,Sacramento
94259,Sacramento,CA,Sacramento
94261,Sacramento,CA,Sacramento
94262,Sacramento,CA,Sacramento
94263,Sacramento,CA,Sacramento
94267,Sacramento,CA,Sacramento
94268,Sacramento,CA,Sacramento
94269,Sacramento,CA,Sacramento
94271,Sacramento,CA,Sacramento
94273,Sacramento,CA,Sacramento
94274,Sacramento,CA,Sacramento
94277,Sacramento,CA,Sacramento
94278,Sacramento,CA,Sacramento
94279,Sacramento,CA,Sacramento
94280,Sacramento,CA,Sacramento
94282,Sacramento,CA,Sacramento
94283,Sacramento,CA,Sacramento
94284,Sacramento,CA,Sacramento
94285,Sacramento,CA,Sacramento
94286,Sacramento,CA,Sacramento
94287,Sacramento,CA,Sacramento
94288,Sacramento,CA,Sacramento
94289,Sacramento,CA,Sacramento
94290,Sacramento,CA,Sacramento
94291,Sacramento,CA,Sacramento
94293,Sacramento,CA,Sacramento
94294,Sacramento,CA,Sacramento
94295,Sacramento,CA,Sacramento
94296,Sacramento,CA,Sacramento
94297,Sacramento,CA,Sacramento
94298,Sacramento,CA,Sacramento
94299,Sacramento,CA,Sacramento
94301,Palo Alto,CA,Santa Clara
94302,Palo Alto,CA,Santa Clara
94303,Palo Alto,CA,Santa Clara
94304,Palo Alto,CA,Santa Clara
94305,Stanford,CA,Santa Clara
94306,Palo Alto,CA,Santa Clara
94309,Palo Alto,CA,Santa Clara
94401,San Mateo,CA,San Mateo
94402,San Mateo,CA,San Mateo
94403,San Mateo,CA,San Mateo
94404,San Mateo,CA,San Mateo
94497,San Mateo,CA,San Mateo
94501,Alameda,CA,Alameda
94502,Alameda,CA,Alameda
94503,American Canyon,CA,Napa
94506,Danville,CA,Contra Costa
94507,Alamo,CA,Contra Costa
94508,Angwin,CA,Napa
94509,Antioch,CA,Contra Costa
94510,Benicia,CA,Solano
94511,Bethel Island,CA,Contra Costa
94512,Birds Landing,CA,Solano
94513,Brentwood,CA,Contra Costa
94514,Byron,CA,Contra Costa
94515,Calistoga,CA,Napa
94516,Canyon,CA,Contra Costa
94517,Clayton,CA,Contra Costa
94518,Concord,CA,Contra Costa
94519,Concord,CA,Contra Costa
94520,Concord,CA,Contra Costa
94521,Concord,CA,Contra Costa
94522,Concord,CA,Contra Costa
94523,Pleasant Hill,CA,Contra Costa
94524,Concord,CA,Contra Costa
94525,Crockett,CA,Contra Costa
94526,Danville,CA,Contra Costa
94527,Concord,CA,Contra Costa
94528,Diablo,CA,Contra Costa
94529,Concord,CA,Contra Costa
94530,El Cerrito,CA,Contra Costa
94531,Antioch,CA,Contra Costa
94533,Fairfield,CA,Solano
94534,Fairfield,CA,Solano
94535,Travis Afb,CA,Solano
94536,Fremont,CA,Alameda
94537,Fremont,CA,Alameda
94538,Fremont,CA,Alameda
94539,Fremont,CA,Alameda
94540,Hayward,CA,Alameda
94541,Hayward,CA,Alameda
94542,Hayward,CA,Alameda
94543,Hayward,CA,Alameda
94544,Hayward,CA,Alameda
94545,Hayward,CA,Alameda
94546,Castro Valley,CA,Alameda
94547,Hercules,CA,Contra Costa
94548,Knightsen,CA,Contra Costa
94549,Lafayette,CA,Contra Costa
94550,Livermore,CA,Alameda
94551,Livermore,CA,Alameda
94552,Castro Valley,CA,Alameda
94553,Martinez,CA,Contra Costa
94555,Fremont,CA,Alameda
94556,Moraga,CA,Contra Costa
94557,Hayward,CA,Alameda
94558,Napa,CA,Napa
94559,Napa,CA,Napa
94560,Newark,CA,Alameda
94561,Oakley,CA,Contra Costa
94562,Oakville,CA,Napa
94563,Orinda,CA,Contra Costa
94564,Pinole,CA,Contra Costa
94565,Pittsburg,CA,Contra Costa
94566,Pleasanton,CA,Alameda
94567,Pope Valley,CA,Napa
94568,Dublin,CA,Alameda
94569,Port Costa,CA,Contra Costa
94570,Moraga,CA,Contra Costa
94571,Rio Vista,CA,Solano
94572,Rodeo,CA,Contra Costa
94573,Rutherford,CA,Napa
94574,Saint Helena,CA,Napa
94575,Moraga,CA,Contra Costa
94576,Deer Park,CA,Napa
94577,San Leandro,CA,Alameda
94578,San Leandro,CA,Alameda
94579,San Leandro,CA,Alameda
94580,San Lorenzo,CA,Alameda
94581,Napa,CA,Napa
94582,San Ramon,CA,Contra Costa
94583,San Ramon,CA,Contra Costa
94585,Suisun City,CA,Solano
94586,Sunol,CA,Alameda
94587,Union City,CA,Alameda
94588,Pleasanton,CA,Alameda
94589,Vallejo,CA,Solano
94590,Vallejo,CA,Solano
94591,Vallejo,CA,Solano
94592,Vallejo,CA,Solano
94595,Walnut Creek,CA,Contra Costa
94596,Walnut Creek,CA,Contra Costa
94597,Walnut Creek,CA,Contra Costa
94598,Walnut Creek,CA,Contra Costa
94599,Yountville,CA,Napa
94601,Oakland,CA,Alameda
94602,Oakland,CA,Alameda
94603,Oakland,CA,Alameda
94604,Oakland,CA,Alameda
94605,Oakland,CA,Alameda
94606,Oakland,CA,Alameda
94607,Oakland,CA,Alameda
94608,Emeryville,CA,Alameda
94609,Oakland,CA,Alameda
94610,Oakland,CA,Alameda
94611,Oakland,CA,Alameda
94612,Oakland,CA,Alameda
94613,Oakland,CA,Alameda
94614,Oakland,CA,Alameda
94615,Oakland,CA,Alameda
94617,Oakland,CA,Alameda
94618,Oakland,CA,Alameda
94619,Oakland,CA,Alameda
94620,Piedmont,CA,Alameda
94621,Oakland,CA,Alameda
94622,Oakland,CA,Alameda
94623,Oakland,CA,Alameda
94624,Oakland,CA,Alameda
94625,Oakland,CA,Alameda
94649,Oakland,CA,Alameda
94659,Oakland,CA,Alameda
94660,Oakland,CA,Alameda
94661,Oakland,CA,Alameda
94662,Emeryville,CA,Alameda
94666,Oakland,CA,Alameda
94701,Berkeley,CA,Alameda
94702,Berkeley,CA,Alameda
94703,Berkeley,CA,Alameda
94704,Berkeley,CA,Alameda
94705,Berkeley,CA,Alameda
94706,Albany,CA,Alameda
94707,Berkeley,CA,Alameda
94708,Berkeley,CA,Alameda
94709,Berkeley,CA,Alameda
94710,Berkeley,CA,Alameda
94712,Berkeley,CA,Alameda
94720,Berkeley,CA,Alameda
94801,Richmond,CA,Contra Costa
94802,Richmond,CA,Contra Costa
94803,El Sobrante,CA,Contra Costa
94804,Richmond,CA,Contra Costa
94805,Richmond,CA,Contra Costa
94806,San Pablo,CA,Contra Costa
94807,Richmond,CA,Contra Costa
94808,Richmond,CA,Contra Costa
94820,El Sobrante,CA,Contra Costa
94850,Richmond,CA,Contra Costa
94901,San Rafael,CA,Marin
94903,San Rafael,CA,Marin
94904,Greenbrae,CA,Marin
94912,San Rafael,CA,Marin
94913,San Rafael,CA,Marin
94914,Kentfield,CA,Marin
94915,San Rafael,CA,Marin
94920,Belvedere Tiburon,CA,Marin
94922,Bodega,CA,Sonoma
94923,Bodega Bay,CA,Sonoma
94924,Bolinas,CA,Marin
94925,Corte Madera,CA,Marin
94926,Cotati,CA,Sonoma
94927,Rohnert Park,CA,Sonoma
94928,Rohnert Park,CA,Sonoma
94929,Dillon Beach,CA,Marin
94930,Fairfax,CA,Marin
94931,Cotati,CA,Sonoma
94933,Forest Knolls,CA,Marin
94937,Inverness,CA,Marin
94938,Lagunitas,CA,Marin
94939,Larkspur,CA,Marin
94940,Marshall,CA,Marin
94941,Mill Valley,CA,Marin
94942,Mill Valley,CA,Marin
94945,Novato,CA,Marin
94946,Nicasio,CA,Marin
94947,Novato,CA,Marin
94948,Novato,CA,Marin
94949,Novato,CA,Marin
94950,Olema,CA,Marin
94951,Penngrove,CA,Sonoma
94952,Petaluma,CA,Sonoma
94953,Petaluma,CA,Sonoma
94954,Petaluma,CA,Sonoma
94955,Petaluma,CA,Sonoma
94956,Point Reyes Station,CA,Marin
94957,Ross,CA,Marin
94960,San Anselmo,CA,Marin
94963,San Geronimo,CA,Marin
94964,San Quentin,CA,Marin
94965,Sausalito,CA,Marin
94966,Sausalito,CA,Marin
94970,Stinson Beach,CA,Marin
94971,Tomales,CA,Marin
94972,Valley Ford,CA,Sonoma
94973,Woodacre,CA,Marin
94974,San Quentin,CA,Marin
94975,Petaluma,CA,Sonoma
94976,Corte Madera,CA,Marin
94977,Larkspur,CA,Marin
94978,Fairfax,CA,Marin
94979,San Anselmo,CA,Marin
94998,Novato,CA,Marin
94999,Petaluma,CA,Sonoma
95001,Aptos,CA,Santa Cruz
95002,Alviso,CA,Santa Clara
95003,Aptos,CA,Santa Cruz
95004,Aromas,CA,Monterey
95005,Ben Lomond,CA,Santa Cruz
95006,Boulder Creek,CA,Santa Cruz
95007,Brookdale,CA,Santa Cruz
95008,Campbell,CA,Santa Clara
95009,Campbell,CA,Santa Clara
95010,Capitola,CA,Santa Cruz
95011,Campbell,CA,Santa Clara
95012,Castroville,CA,Monterey
95013,Coyote,CA,Santa Clara
95014,Cupertino,CA,Santa Clara
95015,Cupertino,CA,Santa Clara
95017,Davenport,CA,Santa Cruz
95018,Felton,CA,Santa Cruz
95019,Freedom,CA,Santa Cruz
95020,Gilroy,CA,Santa Clara
95021,Gilroy,CA,Santa Clara
95023,Hollister,CA,San Benito
95024,Hollister,CA,San Benito
95026,Holy City,CA,Santa Clara
95030,Los Gatos,CA,Santa Clara
95031,Los Gatos,CA,Santa Clara
95032,Los Gatos,CA,Santa Clara
95033,Los Gatos,CA,Santa Cruz
95035,Milpitas,CA,Santa Clara
95036,Milpitas,CA,Santa Clara
95037,Morgan Hill,CA,Santa Clara
95038,Morgan Hill,CA,Santa Clara
95039,Moss Landing,CA,Monterey
95041,Mount Hermon,CA,Santa Cruz
95042,New Almaden,CA,Santa Clara
95043,Paicines,CA,San Benito
95044,Redwood Estates,CA,Santa Clara
95045,San Juan Bautista,CA,San Benito
95046,San Martin,CA,Santa Clara
95050,Santa Clara,CA,Santa Clara
95051,Santa Clara,CA,Santa Clara
95052,Santa Clara,CA,Santa Clara
95053,Santa Clara,CA,Santa Clara
95054,Santa Clara,CA,Santa Clara
95055,Santa Clara,CA,Santa Clara
95056,Santa Clara,CA,Santa Clara
95060,Santa Cruz,CA,Santa Cruz
95061,Santa Cruz,CA,Santa Cruz
95062,Santa Cruz,CA,Santa Cruz
95063,Santa Cruz,CA,Santa Cruz
95064,Santa Cruz,CA,Santa Cruz
95065,Santa Cruz,CA,Santa Cruz
95066,Scotts Valley,CA,Santa Cruz
95067,Scotts Valley,CA,Santa Cruz
95070,Saratoga,CA,Santa Clara
95071,Saratoga,CA,Santa Clara
95073,Soquel,CA,Santa Cruz
95075,Tres Pinos,CA,San Benito
95076,Watsonville,CA,Santa Cruz
95077,Watsonville,CA,Santa Cruz
95101,San Jose,CA,Santa Clara
95103,San Jose,CA,Santa Clara
95106,San Jose,CA,Santa Clara
95108,San Jose,CA,Santa Clara
95109,San Jose,CA,Santa Clara
95110,San Jose,CA,Santa Clara
95111,San Jose,CA,Santa Clara
95112,San Jose,CA,Santa Clara
95113,San Jose,CA,Santa Clara
95115,San Jose,CA,Santa Clara
95116,San Jose,CA,Santa Clara
95117,San Jose,CA,Santa Clara
95118,San Jose,CA,Santa Clara
95119,San Jose,CA,Santa Clara
95120,San Jose,CA,Santa Clara
95121,San Jose,CA,Santa Clara
95122,San Jose,CA,Santa Clara
95123,San Jose,CA,Santa Clara
95124,San Jose,CA,Santa Clara
95125,San Jose,CA,Santa Clara
95126,San Jose,CA,Santa Clara
95127,San Jose,CA,Santa Clara
95128,San Jose,CA,Santa Clara
95129,San Jose,CA,Santa Clara
95130,San Jose,CA,Santa Clara
95131,San Jose,CA,Santa Clara
95132,San Jose,CA,Santa Clara
95133,San Jose,CA,Santa Clara
95134,San Jose,CA,Santa Clara
95135,San Jose,CA,Santa Clara
95136,San Jose,CA,Santa Clara
95138,San Jose,CA,Santa Clara
95139,San Jose,CA,Santa Clara
95140,Mount Hamilton,CA,Santa Clara
95141,San Jose,CA,Santa Clara
95148,San Jose,CA,Santa Clara
95150,San Jose,CA,Santa Clara
95151,San Jose,CA,Santa Clara
95152,San Jose,CA,Santa Clara
95153,San Jose,CA,Santa Clara
95154,San Jose,CA,Santa Clara
95155,San Jose,CA,Santa Clara
95156,San Jose,CA,Santa Clara
95157,San Jose,CA,Santa Clara
95158,San Jose,CA,Santa Clara
95159,San Jose,CA,Santa Clara
95160,San Jose,CA,Santa Clara
95161,San Jose,CA,Santa Clara
95164,San Jose,CA,Santa Clara
95170,San Jose,CA,Santa Clara
95172,San Jose,CA,Santa Clara
95173,San Jose,CA,Santa Clara
95190,San Jose,CA,Santa Clara
95191,San Jose,CA,Santa Clara
95192,San Jose,CA,Santa Clara
95193,San Jose,CA,Santa Clara
95194,San Jose,CA,Santa Clara
95196,San Jose,CA,Santa Clara
95201,Stockton,CA,San Joaquin
95202,Stockton,CA,San Joaquin
95203,Stockton,CA,San Joaquin
95204,Stockton,CA,San Joaquin
95205,Stockton,CA,San Joaquin
95206,Stockton,CA,San Joaquin
95207,Stockton,CA,San Joaquin
95208,Stockton,CA,San Joaquin
95209,Stockton,CA,San Joaquin
95210,Stockton,CA,San Joaquin
95211,Stockton,CA,San Joaquin
95212,Stockton,CA,San Joaquin
95213,Stockton,CA,San Joaquin
95215,Stockton,CA,San Joaquin
95219,Stockton,CA,San Joaquin
95220,Acampo,CA,San Joaquin
95221,Altaville,CA,Calaveras
95222,Angels Camp,CA,Calaveras
95223,Arnold,CA,Calaveras
95224,Avery,CA,Calaveras
95225,Burson,CA,Calaveras
95226,Campo Seco,CA,Calaveras
95227,Clements,CA,San Joaquin
95228,Copperopolis,CA,Calaveras
95229,Douglas Flat,CA,Calaveras
95230,Farmington,CA,San Joaquin
95231,French Camp,CA,San Joaquin
95232,Glencoe,CA,Calaveras
95233,Hathaway Pines,CA,Calaveras
95234,Holt,CA,San Joaquin
95236,Linden,CA,San Joaquin
95237,Lockeford,CA,San Joaquin
95240,Lodi,CA,San Joaquin
95241,Lodi,CA,San Joaquin
95242,Lodi,CA,San Joaquin
95245,Mokelumne Hill,CA,Calaveras
95246,Mountain Ranch,CA,Calaveras
95247,Murphys,CA,Calaveras
95248,Rail Road Flat,CA,Calaveras
95249,San Andreas,CA,Calaveras
95250,Sheep Ranch,CA,Calaveras
95251,Vallecito,CA,Calaveras
95252,Valley Springs,CA,Calaveras
95253,Victor,CA,San Joaquin
95254,Wallace,CA,Calaveras
95255,West Point,CA,Calaveras
95257,Wilseyville,CA,Calaveras
95258,Woodbridge,CA,San Joaquin
95267,Stockton,CA,San Joaquin
95269,Stockton,CA,San Joaquin
95296,Stockton,CA,San Joaquin
95297,Stockton,CA,San Joaquin
95301,Atwater,CA,Merced
95303,Ballico,CA,Merced
95304,Tracy,CA,San Joaquin
95305,Big Oak Flat,CA,Tuolumne
95306,Catheys Valley,CA,Mariposa
95307,Ceres,CA,Stanislaus
95309,Chinese Camp,CA,Tuolumne
95310,Columbia,CA,Tuolumne
95311,Coulterville,CA,Mariposa
95312,Cressey,CA,Merced
95313,Crows Landing,CA,Stanislaus
95314,Dardanelle,CA,Tuolumne
95315,Delhi,CA,Merced
95316,Denair,CA,Stanislaus
95317,El Nido,CA,Merced
95318,El Portal,CA,Mariposa
95319,Empire,CA,Stanislaus
95320,Escalon,CA,San Joaquin
95321,Groveland,CA,Tuolumne
95322,Gustine,CA,Merced
95323,Hickman,CA,Stanislaus
95324,Hilmar,CA,Merced
95325,Hornitos,CA,Mariposa
95326,Hughson,CA,Stanislaus
95327,Jamestown,CA,Tuolumne
95328,Keyes,CA,Stanislaus
95329,La Grange,CA,Stanislaus
95330,Lathrop,CA,San Joaquin
95333,Le Grand,CA,Merced
95334,Livingston,CA,Merced
95335,Long Barn,CA,Tuolumne
95336,Manteca,CA,San Joaquin
95337,Manteca,CA,San Joaquin
95338,Mariposa,CA,Mariposa
95340,Merced,CA,Merced
95341,Merced,CA,Merced
95343,Merced,CA,Merced
95344,Merced,CA,Merced
95345,Midpines,CA,Mariposa
95346,Mi Wuk Village,CA,Tuolumne
95347,Moccasin,CA,Tuolumne
95348,Merced,CA,Merced
95350,Modesto,CA,Stanislaus
95351,Modesto,CA,Stanislaus
95352,Modesto,CA,Stanislaus
95353,Modesto,CA,Stanislaus
95354,Modesto,CA,Stanislaus
95355,Modesto,CA,Stanislaus
95356,Modesto,CA,Stanislaus
95357,Modesto,CA,Stanislaus
95358,Modesto,CA,Stanislaus
95360,Newman,CA,Stanislaus
95361,Oakdale,CA,Stanislaus
95363,Patterson,CA,Stanislaus
95364,Pinecrest,CA,Tuolumne
95365,Planada,CA,Merced
95366,Ripon,CA,San Joaquin
95367,Riverbank,CA,Stanislaus
95368,Salida,CA,Stanislaus
95369,Snelling,CA,Merced
95370,Sonora,CA,Tuolumne
95372,Soulsbyville,CA,Tuolumne
95373,Standard,CA,Tuolumne
95374,Stevinson,CA,Merced
95375,Strawberry,CA,Tuolumne
95376,Tracy,CA,San Joaquin
95377,Tracy,CA,San Joaquin
95378,Tracy,CA,San Joaquin
95379,Tuolumne,CA,Tuolumne
95380,Turlock,CA,Stanislaus
95381,Turlock,CA,Stanislaus
95382,Turlock,CA,Stanislaus
95383,Twain Harte,CA,Tuolumne
95385,Vernalis,CA,San Joaquin
95386,Waterford,CA,Stanislaus
95387,Westley,CA,Stanislaus
95388,Winton,CA,Merced
95389,Yosemite National Park,CA,Mariposa
95391,Tracy,CA,San Joaquin
95397,Modesto,CA,Stanislaus
95401,Santa Rosa,CA,Sonoma
95402,Santa Rosa,CA,Sonoma
95403,Santa Rosa,CA,Sonoma
95404,Santa Rosa,CA,Sonoma
95405,Santa Rosa,CA,Sonoma
95406,Santa Rosa,CA,Sonoma
95407,Santa Rosa,CA,Sonoma
95408,Santa Rosa,CA,Sonoma
95409,Santa Rosa,CA,Sonoma
95410,Albion,CA,Mendocino
95412,Annapolis,CA,Sonoma
95415,Boonville,CA,Mendocino
95416,Boyes Hot Springs,CA,Sonoma
95417,Branscomb,CA,Mendocino
95418,Calpella,CA,Mendocino
95419,Camp Meeker,CA,Sonoma
95420,Caspar,CA,Mendocino
95421,Cazadero,CA,Sonoma
95422,Clearlake,CA,Lake
95423,Clearlake Oaks,CA,Lake
95424,Clearlake Park,CA,Lake
95425,Cloverdale,CA,Sonoma
95426,Cobb,CA,Lake
95427,Comptche,CA,Mendocino
95428,Covelo,CA,Mendocino
95429,Dos Rios,CA,Mendocino
95430,Duncans Mills,CA,Sonoma
95431,Eldridge,CA,Sonoma
95432,Elk,CA,Mendocino
95433,El Verano,CA,Sonoma
95435,Finley,CA,Lake
95436,Forestville,CA,Sonoma
95437,Fort Bragg,CA,Mendocino
95439,Fulton,CA,Sonoma
95441,Geyserville,CA,Sonoma
95442,Glen Ellen,CA,Sonoma
95443,Glenhaven,CA,Lake
95444,Graton,CA,Sonoma
95445,Gualala,CA,Mendocino
95446,Guerneville,CA,Sonoma
95448,Healdsburg,CA,Sonoma
95449,Hopland,CA,Mendocino
95450,Jenner,CA,Sonoma
95451,Kelseyville,CA,Lake
95452,Kenwood,CA,Sonoma
95453,Lakeport,CA,Lake
95454,Laytonville,CA,Mendocino
95456,Littleriver,CA,Mendocino
95457,Lower Lake,CA,Lake
95458,Lucerne,CA,Lake
95459,Manchester,CA,Mendocino
95460,Mendocino,CA,Mendocino
95461,Middletown,CA,Lake
95462,Monte Rio,CA,Sonoma
95463,Navarro,CA,Mendocino
95464,Nice,CA,Lake
95465,Occidental,CA,Sonoma
95466,Philo,CA,Mendocino
95467,Hidden Valley Lake,CA,Lake
95468,Point Arena,CA,Mendocino
95469,Potter Valley,CA,Mendocino
95470,Redwood Valley,CA,Mendocino
95471,Rio Nido,CA,Sonoma
95472,Sebastopol,CA,Sonoma
95473,Sebastopol,CA,Sonoma
95476,Sonoma,CA,Sonoma
95480,Stewarts Point,CA,Sonoma
95481,Talmage,CA,Mendocino
95482,Ukiah,CA,Mendocino
95485,Upper Lake,CA,Lake
95486,Villa Grande,CA,Sonoma
95487,Vineburg,CA,Sonoma
95488,Westport,CA,Mendocino
95490,Willits,CA,Mendocino
95492,Windsor,CA,Sonoma
95493,Witter Springs,CA,Lake
95494,Yorkville,CA,Mendocino
95497,The Sea Ranch,CA,Sonoma
95501,Eureka,CA,Humboldt
95502,Eureka,CA,Humboldt
95503,Eureka,CA,Humboldt
95511,Alderpoint,CA,Humboldt
95514,Blocksburg,CA,Humboldt
95518,Arcata,CA,Humboldt
95519,Mckinleyville,CA,Humboldt
95521,Arcata,CA,Humboldt
95524,Bayside,CA,Humboldt
95525,Blue Lake,CA,Humboldt
95526,Bridgeville,CA,Humboldt
95527,Burnt Ranch,CA,Trinity
95528,Carlotta,CA,Humboldt
95531,Crescent City,CA,Del Norte
95532,Crescent City,CA,Del Norte
95534,Cutten,CA,Humboldt
95536,Ferndale,CA,Humboldt
95537,Fields Landing,CA,Humboldt
95538,Fort Dick,CA,Del Norte
95540,Fortuna,CA,Humboldt
95542,Garberville,CA,Humboldt
95543,Gasquet,CA,Del Norte
95545,Honeydew,CA,Humboldt
95546,Hoopa,CA,Humboldt
95547,Hydesville,CA,Humboldt
95548,Klamath,CA,Del Norte
95549,Kneeland,CA,Humboldt
95550,Korbel,CA,Humboldt
95551,Loleta,CA,Humboldt
95552,Mad River,CA,Trinity
95553,Miranda,CA,Humboldt
95554,Myers Flat,CA,Humboldt
95555,Orick,CA,Humboldt
95556,Orleans,CA,Humboldt
95558,Petrolia,CA,Humboldt
95559,Phillipsville,CA,Humboldt
95560,Redway,CA,Humboldt
95562,Rio Dell,CA,Humboldt
95563,Salyer,CA,Trinity
95564,Samoa,CA,Humboldt
95565,Scotia,CA,Humboldt
95567,Smith River,CA,Del Norte
95568,Somes Bar,CA,Siskiyou
95569,Redcrest,CA,Humboldt
95570,Trinidad,CA,Humboldt
95571,Weott,CA,Humboldt
95573,Willow Creek,CA,Humboldt
95585,Leggett,CA,Mendocino
95587,Piercy,CA,Mendocino
95589,Whitethorn,CA,Humboldt
95595,Zenia,CA,Trinity
95601,Amador City,CA,Amador
95602,Auburn,CA,Placer
95603,Auburn,CA,Placer
95604,Auburn,CA,Placer
95605,West Sacramento,CA,Yolo
95606,Brooks,CA,Yolo
95607,Capay,CA,Yolo
95608,Carmichael,CA,Sacramento
95609,Carmichael,CA,Sacramento
95610,Citrus Heights,CA,Sacramento
95611,Citrus Heights,CA,Sacramento
95612,Clarksburg,CA,Yolo
95613,Coloma,CA,El Dorado
95614,Cool,CA,El Dorado
95615,Courtland,CA,Sacramento
95616,Davis,CA,Yolo
95617,Davis,CA,Yolo
95618,Davis,CA,Yolo
95619,Diamond Springs,CA,El Dorado
95620,Dixon,CA,Solano
95621,Citrus Heights,CA,Sacramento
95623,El Dorado,CA,El Dorado
95624,Elk Grove,CA,Sacramento
95625,Elmira,CA,Solano
95626,Elverta,CA,Sacramento
95627,Esparto,CA,Yolo
95628,Fair Oaks,CA,Sacramento
95629,Fiddletown,CA,Amador
95630,Folsom,CA,Sacramento
95631,Foresthill,CA,Placer
95632,Galt,CA,Sacramento
95633,Garden Valley,CA,El Dorado
95634,Georgetown,CA,El Dorado
95635,Greenwood,CA,El Dorado
95636,Grizzly Flats,CA,El Dorado
95637,Guinda,CA,Yolo
95638,Herald,CA,Sacramento
95639,Hood,CA,Sacramento
95640,Ione,CA,Amador
95641,Isleton,CA,Sacramento
95642,Jackson,CA,Amador
95644,Kit Carson,CA,Amador
95645,Knights Landing,CA,Yolo
95646,Kirkwood,CA,Alpine
95648,Lincoln,CA,Placer
95650,Loomis,CA,Placer
95651,Lotus,CA,El Dorado
95652,Mcclellan,CA,Sacramento
95653,Madison,CA,Yolo
95654,Martell,CA,Amador
95655,Mather,CA,Sacramento
95656,Mount Aukum,CA,El Dorado
95658,Newcastle,CA,Placer
95659,Nicolaus,CA,Sutter
95660,North Highlands,CA,Sacramento
95661,Roseville,CA,Placer
95662,Orangevale,CA,Sacramento
95663,Penryn,CA,Placer
95664,Pilot Hill,CA,El Dorado
95665,Pine Grove,CA,Amador
95666,Pioneer,CA,Amador
